"Activity1","Activity2","Activity3","Duration","Next_Activity"
"CHANGE DIAGN","FIN","RELEASE",108036,6
"FIN","RELEASE","CODE OK",-171989,1
"NEW","CHANGE DIAGN","FIN",137949,13
"CHANGE DIAGN","FIN","RELEASE",108016,6
"FIN","RELEASE","CODE OK",-120151,1
"NEW","CHANGE DIAGN","FIN",124492,13
"CHANGE DIAGN","FIN","RELEASE",123107,6
"FIN","RELEASE","CODE OK",115222,1
"RELEASE","CODE OK","BILLED",-98544,16
"CODE OK","BILLED","STORNO",-105786,1
"BILLED","STORNO","BILLED",-117778,16
"STORNO","BILLED","STORNO",95677,1
"NEW","CHANGE DIAGN","FIN",-140825,13
"CHANGE DIAGN","FIN","RELEASE",99782,6
"FIN","RELEASE","CODE OK",108686,1
"NEW","CHANGE DIAGN","FIN",97293,13
"CHANGE DIAGN","FIN","RELEASE",98958,6
"FIN","RELEASE","CODE OK",49477,1
"NEW","FIN","RELEASE",72931,5
"FIN","RELEASE","CODE NOK",78795,5
"RELEASE","CODE NOK","CODE NOK",165194,13
"CODE NOK","CODE NOK","RELEASE",-108894,5
"CODE NOK","RELEASE","CODE NOK",-114796,6
"RELEASE","CODE NOK","CODE OK",-242261,1
"CODE NOK","CODE OK","BILLED",32287,6
"CODE OK","BILLED","CODE OK",41092,10
"NEW","CHANGE DIAGN","FIN",-241889,13
"CHANGE DIAGN","FIN","RELEASE",2054,6
"FIN","RELEASE","CODE OK",9334,1
"NEW","CHANGE DIAGN","FIN",-206197,13
"CHANGE DIAGN","FIN","RELEASE",641,6
"FIN","RELEASE","CODE OK",9206,1
"NEW","CHANGE DIAGN","FIN",-151219,13
"CHANGE DIAGN","FIN","RELEASE",79977,6
"FIN","RELEASE","CODE OK",85561,1
"RELEASE","CODE OK","BILLED",58449,16
"CODE OK","BILLED","STORNO",-79959,12
"BILLED","STORNO","REJECT",-83033,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",195915,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-98345,13
"CHANGE DIAGN","FIN","RELEASE",-83150,6
"FIN","RELEASE","CODE OK",-220523,1
"NEW","CHANGE DIAGN","FIN",-677897,13
"CHANGE DIAGN","FIN","RELEASE",-678743,6
"FIN","RELEASE","CODE OK",-693360,1
"NEW","FIN","RELEASE",-87267,6
"FIN","RELEASE","CODE OK",-5919,1
"RELEASE","CODE OK","BILLED",-115096,6
"NEW","FIN","RELEASE",107492,6
"FIN","RELEASE","CODE OK",107758,1
"NEW","CHANGE DIAGN","FIN",39641,13
"CHANGE DIAGN","FIN","RELEASE",-74295,6
"FIN","RELEASE","CODE OK",-110948,14
"RELEASE","CODE OK","REOPEN",-101004,7
"NEW","CHANGE DIAGN","FIN",-141853,13
"CHANGE DIAGN","FIN","RELEASE",-97965,6
"FIN","RELEASE","CODE OK",144704,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-179592,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",122613,13
"CHANGE DIAGN","FIN","RELEASE",212309,6
"FIN","RELEASE","CODE OK",246279,1
"NEW","FIN","RELEASE",236863,6
"FIN","RELEASE","CODE OK",-306877,1
"NEW","FIN","RELEASE",-133506,6
"FIN","RELEASE","CODE OK",-103504,1
"NEW","FIN","RELEASE",-146355,6
"FIN","RELEASE","CODE OK",-153627,13
"RELEASE","CODE OK","RELEASE",-123619,6
"CODE OK","RELEASE","CODE OK",130515,7
"NEW","CHANGE DIAGN","FIN",-227652,13
"CHANGE DIAGN","FIN","RELEASE",-146729,6
"FIN","RELEASE","CODE OK",130514,1
"NEW","FIN","RELEASE",-90254,6
"FIN","RELEASE","CODE OK",-125221,1
"NEW","CHANGE DIAGN","FIN",-100392,13
"CHANGE DIAGN","FIN","RELEASE",-104655,6
"FIN","RELEASE","CODE OK",-272681,1
"NEW","CHANGE DIAGN","FIN",137791,13
"CHANGE DIAGN","FIN","RELEASE",131009,6
"FIN","RELEASE","CODE OK",-91732,1
"NEW","CHANGE DIAGN","FIN",137781,13
"CHANGE DIAGN","FIN","RELEASE",123847,6
"FIN","RELEASE","CODE OK",-134768,6
"RELEASE","CODE OK","CODE OK",-139112,14
"CODE OK","CODE OK","REOPEN",-197387,8
"CODE OK","REOPEN","FIN",61196,13
"REOPEN","FIN","RELEASE",69964,6
"FIN","RELEASE","CODE OK",75612,1
"NEW","FIN","RELEASE",535176,6
"FIN","RELEASE","CODE OK",23158,1
"NEW","CHANGE DIAGN","FIN",5390,13
"CHANGE DIAGN","FIN","RELEASE",11045,6
"FIN","RELEASE","CODE OK",130477,1
"NEW","CHANGE DIAGN","FIN",124979,13
"CHANGE DIAGN","FIN","RELEASE",126911,6
"FIN","RELEASE","CODE OK",-175107,1
"NEW","FIN","RELEASE",-474441,6
"FIN","RELEASE","CODE OK",-477317,1
"NEW","CHANGE DIAGN","FIN",151142,13
"CHANGE DIAGN","FIN","RELEASE",116608,6
"FIN","RELEASE","CODE OK",56,1
"NEW","FIN","RELEASE",-119514,6
"FIN","RELEASE","CODE OK",-119514,1
"NEW","CHANGE DIAGN","FIN",-485916,13
"CHANGE DIAGN","FIN","RELEASE",-15304,6
"FIN","RELEASE","CODE OK",-416744,1
"NEW","FIN","RELEASE",664317,6
"FIN","RELEASE","CODE OK",680398,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-133760,2
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",-142157,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-126199,13
"CHANGE DIAGN","FIN","RELEASE",134817,6
"FIN","RELEASE","CODE OK",137830,1
"NEW","CHANGE DIAGN","FIN",-166743,13
"CHANGE DIAGN","FIN","RELEASE",70106,6
"FIN","RELEASE","CODE OK",52573,1
"NEW","CHANGE DIAGN","FIN",153961,13
"CHANGE DIAGN","FIN","RELEASE",-83868,6
"FIN","RELEASE","CODE OK",-85248,1
"NEW","FIN","RELEASE",-3980,6
"FIN","RELEASE","CODE OK",105605,1
"NEW","CHANGE DIAGN","FIN",123327,13
"CHANGE DIAGN","FIN","RELEASE",110517,6
"FIN","RELEASE","CODE OK",134091,1
"NEW","NEW","NEW",533397,11
"NEW","NEW","NEW",22882,7
"NEW","FIN","RELEASE",533397,6
"FIN","RELEASE","CODE OK",22871,1
"NEW","CHANGE DIAGN","FIN",22878,13
"CHANGE DIAGN","FIN","RELEASE",-529317,6
"FIN","RELEASE","CODE OK",-503749,1
"RELEASE","CODE OK","BILLED",-554521,16
"CODE OK","BILLED","STORNO",46955,1
"BILLED","STORNO","BILLED",78961,16
"STORNO","BILLED","STORNO",527674,1
"NEW","FIN","RELEASE",-537957,6
"FIN","RELEASE","CODE OK",-14097,1
"NEW","CHANGE DIAGN","FIN",-516345,13
"CHANGE DIAGN","FIN","RELEASE",-508831,6
"FIN","RELEASE","CODE OK",-523889,14
"RELEASE","CODE OK","REOPEN",22042,8
"CODE OK","REOPEN","FIN",243150,13
"REOPEN","FIN","RELEASE",21951,6
"FIN","RELEASE","CODE OK",14696,1
"NEW","CHANGE DIAGN","FIN",-107512,13
"CHANGE DIAGN","FIN","RELEASE",-138066,6
"FIN","RELEASE","CODE OK",133358,1
"NEW","FIN","RELEASE",-149171,6
"FIN","RELEASE","CODE OK",-86302,1
"NEW","FIN","RELEASE",-111464,6
"FIN","RELEASE","CODE OK",-179308,13
"RELEASE","CODE OK","RELEASE",-85045,6
"CODE OK","RELEASE","CODE OK",101496,1
"NEW","CHANGE DIAGN","FIN",365637,13
"CHANGE DIAGN","FIN","RELEASE",238513,6
"FIN","RELEASE","CODE OK",529214,1
"NEW","CHANGE DIAGN","FIN",529214,13
"CHANGE DIAGN","FIN","RELEASE",29572,6
"FIN","RELEASE","CODE OK",-536477,1
"NEW","FIN","RELEASE",22328,6
"FIN","RELEASE","CODE OK",-523530,1
"NEW","CHANGE DIAGN","FIN",22328,13
"CHANGE DIAGN","FIN","RELEASE",-516136,6
"FIN","RELEASE","CODE OK",-516187,1
"NEW","FIN","RELEASE",-187449,6
"FIN","RELEASE","CODE OK",20259,1
"NEW","CHANGE DIAGN","FIN",-51840,13
"CHANGE DIAGN","FIN","RELEASE",-23040,6
"FIN","RELEASE","CODE OK",347635,1
"RELEASE","CODE OK","BILLED",43200,16
"CODE OK","BILLED","STORNO",2880,1
"BILLED","STORNO","BILLED",-341875,16
"STORNO","BILLED","STORNO",10080,1
"NEW","FIN","RELEASE",7200,6
"FIN","RELEASE","CODE OK",30240,1
"NEW","CHANGE DIAGN","FIN",52471,13
"CHANGE DIAGN","FIN","RELEASE",-2880,6
"FIN","RELEASE","CODE OK",-44640,1
"NEW","FIN","RELEASE",14400,6
"FIN","RELEASE","CODE OK",8640,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-46076,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-2876,13
"CHANGE DIAGN","FIN","RELEASE",-40254,6
"FIN","RELEASE","CODE OK",46,1
"NEW","CHANGE DIAGN","FIN",32196,13
"CHANGE DIAGN","FIN","RELEASE",32139,6
"FIN","RELEASE","CODE OK",24655,1
"NEW","CHANGE DIAGN","FIN",521208,13
"CHANGE DIAGN","FIN","RELEASE",530269,6
"FIN","RELEASE","CODE OK",14607,1
"NEW","CHANGE DIAGN","FIN",15057,13
"CHANGE DIAGN","FIN","RELEASE",-573675,6
"FIN","RELEASE","CODE OK",-436503,1
"NEW","CHANGE DIAGN","FIN",-113702,13
"CHANGE DIAGN","FIN","RELEASE",413656,6
"FIN","RELEASE","CODE OK",325003,1
"NEW","CHANGE DIAGN","FIN",-517319,13
"CHANGE DIAGN","FIN","RELEASE",-530533,6
"FIN","RELEASE","CODE OK",11446,1
"NEW","FIN","RELEASE",-116117,6
"FIN","RELEASE","CODE OK",411230,1
"NEW","CHANGE DIAGN","FIN",-566398,13
"CHANGE DIAGN","FIN","RELEASE",-557490,6
"FIN","RELEASE","CODE OK",-574125,1
"NEW","CHANGE DIAGN","FIN",235814,13
"CHANGE DIAGN","FIN","RELEASE",-75789,6
"FIN","RELEASE","CODE OK",-61471,14
"RELEASE","CODE OK","REOPEN",-204189,8
"CODE OK","REOPEN","FIN",15946,13
"REOPEN","FIN","RELEASE",100270,6
"FIN","RELEASE","CODE OK",100316,1
"NEW","CHANGE DIAGN","FIN",136039,13
"CHANGE DIAGN","FIN","RELEASE",-16319,6
"FIN","RELEASE","CODE OK",505099,1
"RELEASE","CODE OK","BILLED",-188879,16
"CODE OK","BILLED","STORNO",489692,1
"BILLED","STORNO","BILLED",-36593,16
"STORNO","BILLED","STORNO",534275,1
"NEW","CHANGE DIAGN","FIN",-377304,13
"CHANGE DIAGN","FIN","RELEASE",163570,6
"FIN","RELEASE","CODE OK",163601,1
"RELEASE","CODE OK","BILLED",74736,16
"CODE OK","BILLED","STORNO",-163547,12
"BILLED","STORNO","REJECT",-163578,1
"NEW","CHANGE DIAGN","FIN",162091,13
"CHANGE DIAGN","FIN","RELEASE",229935,6
"FIN","RELEASE","CODE OK",74754,1
"NEW","FIN","RELEASE",163515,6
"FIN","RELEASE","CODE OK",163545,1
"NEW","FIN","RELEASE",162144,6
"FIN","RELEASE","CODE OK",143607,1
"NEW","NEW","JOIN-PAT",-239921,9
"NEW","JOIN-PAT","JOIN-PAT",-130525,9
"JOIN-PAT","JOIN-PAT","JOIN-PAT",-99479,9
"JOIN-PAT","JOIN-PAT","JOIN-PAT",163513,7
"JOIN-PAT","JOIN-PAT","DELETE",54083,7
"NEW","CHANGE DIAGN","FIN",34906,13
"CHANGE DIAGN","FIN","RELEASE",224120,6
"FIN","RELEASE","CODE OK",2033,1
"NEW","FIN","RELEASE",130317,6
"FIN","RELEASE","CODE OK",137589,1
"NEW","FIN","RELEASE",70067,6
"FIN","RELEASE","CODE OK",172732,1
"NEW","CHANGE DIAGN","FIN",124618,13
"CHANGE DIAGN","FIN","RELEASE",49810,6
"FIN","RELEASE","CODE OK",113719,1
"NEW","CHANGE DIAGN","FIN",134487,13
"CHANGE DIAGN","FIN","RELEASE",134643,6
"FIN","RELEASE","CODE OK",129821,1
"NEW","CHANGE DIAGN","FIN",-204401,13
"CHANGE DIAGN","FIN","RELEASE",72867,6
"FIN","RELEASE","CODE OK",78618,14
"RELEASE","CODE OK","REOPEN",77302,8
"CODE OK","REOPEN","FIN",77013,13
"REOPEN","FIN","RELEASE",71076,6
"FIN","RELEASE","CODE OK",0,1
"NEW","CHANGE DIAGN","FIN",-122491,13
"CHANGE DIAGN","FIN","RELEASE",130395,6
"FIN","RELEASE","CODE OK",137669,14
"RELEASE","CODE OK","REOPEN",107951,8
"CODE OK","REOPEN","FIN",-94306,13
"REOPEN","FIN","RELEASE",-101580,6
"FIN","RELEASE","CODE OK",-71840,1
"RELEASE","CODE OK","BILLED",130307,16
"CODE OK","BILLED","STORNO",137583,12
"BILLED","STORNO","REJECT",107939,1
"NEW","CHANGE DIAGN","FIN",-119019,13
"CHANGE DIAGN","FIN","RELEASE",-121858,6
"FIN","RELEASE","CODE OK",-147250,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",133128,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",97092,13
"CHANGE DIAGN","FIN","RELEASE",123802,6
"FIN","RELEASE","CODE OK",-147431,1
"NEW","CHANGE DIAGN","FIN",85603,13
"CHANGE DIAGN","FIN","RELEASE",123857,6
"FIN","RELEASE","CODE OK",-123424,1
"NEW","CHANGE DIAGN","FIN",107796,13
"CHANGE DIAGN","FIN","RELEASE",-174998,6
"FIN","RELEASE","CODE OK",-183542,1
"NEW","FIN","RELEASE",169899,6
"FIN","RELEASE","CODE OK",-68188,1
"NEW","FIN","RELEASE",-117338,6
"FIN","RELEASE","CODE OK",-121682,1
"NEW","CHANGE DIAGN","FIN",108093,13
"CHANGE DIAGN","FIN","RELEASE",652835,6
"FIN","RELEASE","CODE OK",645561,1
"NEW","CHANGE DIAGN","FIN",130259,13
"CHANGE DIAGN","FIN","RELEASE",137534,6
"FIN","RELEASE","CODE OK",107950,1
"NEW","CHANGE DIAGN","FIN",65640,13
"CHANGE DIAGN","FIN","RELEASE",72388,6
"FIN","RELEASE","CODE OK",191526,1
"NEW","CHANGE DIAGN","FIN",116751,13
"CHANGE DIAGN","FIN","RELEASE",122259,6
"FIN","RELEASE","CODE OK",-433333,1
"NEW","CHANGE DIAGN","FIN",137382,13
"CHANGE DIAGN","FIN","RELEASE",109271,6
"FIN","RELEASE","CODE OK",-106017,1
"NEW","CHANGE DIAGN","FIN",137405,13
"CHANGE DIAGN","FIN","RELEASE",103730,6
"FIN","RELEASE","CODE OK",-123113,1
"NEW","CHANGE DIAGN","FIN",137666,13
"CHANGE DIAGN","FIN","RELEASE",109195,6
"FIN","RELEASE","CODE OK",-176646,1
"NEW","FIN","RELEASE",137556,6
"FIN","RELEASE","CODE OK",107909,1
"NEW","FIN","RELEASE",434185,6
"FIN","RELEASE","CODE OK",7601,1
"NEW","CHANGE DIAGN","FIN",72176,13
"CHANGE DIAGN","FIN","RELEASE",79418,6
"FIN","RELEASE","CODE OK",77243,1
"NEW","FIN","RELEASE",8083,6
"FIN","RELEASE","CODE OK",-149990,1
"NEW","CHANGE DIAGN","FIN",87229,13
"CHANGE DIAGN","FIN","RELEASE",101938,6
"FIN","RELEASE","CODE OK",-178504,1
"NEW","CHANGE DIAGN","FIN",-68797,13
"CHANGE DIAGN","FIN","RELEASE",-106559,6
"FIN","RELEASE","CODE OK",129003,1
"NEW","CHANGE DIAGN","FIN",-89974,13
"CHANGE DIAGN","FIN","RELEASE",-78989,6
"FIN","RELEASE","CODE OK",110047,14
"RELEASE","CODE OK","REOPEN",118848,8
"CODE OK","REOPEN","FIN",36490,13
"REOPEN","FIN","RELEASE",-127281,6
"FIN","RELEASE","CODE OK",-115936,1
"NEW","FIN","RELEASE",-136513,6
"FIN","RELEASE","CODE OK",129172,1
"NEW","CHANGE DIAGN","FIN",-94649,13
"CHANGE DIAGN","FIN","RELEASE",-58746,6
"FIN","RELEASE","CODE OK",135326,1
"NEW","CHANGE DIAGN","FIN",-182107,13
"CHANGE DIAGN","FIN","RELEASE",-151252,6
"FIN","RELEASE","CODE OK",130234,14
"RELEASE","CODE OK","REOPEN",137507,8
"CODE OK","REOPEN","FIN",126903,13
"REOPEN","FIN","RELEASE",-128710,6
"FIN","RELEASE","CODE OK",-135984,1
"NEW","CHANGE DIAGN","FIN",126900,13
"CHANGE DIAGN","FIN","RELEASE",-122947,6
"FIN","RELEASE","CODE OK",-130221,1
"NEW","CHANGE DIAGN","FIN",-104296,13
"CHANGE DIAGN","FIN","RELEASE",-139556,6
"FIN","RELEASE","CODE OK",65573,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-107237,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-214455,13
"CHANGE DIAGN","FIN","RELEASE",62405,6
"FIN","RELEASE","CODE OK",69926,1
"NEW","CHANGE DIAGN","FIN",582,13
"CHANGE DIAGN","FIN","RELEASE",134372,6
"FIN","RELEASE","CODE OK",137384,1
"NEW","CHANGE DIAGN","FIN",-254928,13
"CHANGE DIAGN","FIN","RELEASE",2289,6
"FIN","RELEASE","CODE OK",2344,1
"NEW","CHANGE DIAGN","FIN",113167,13
"CHANGE DIAGN","FIN","RELEASE",132082,6
"FIN","RELEASE","CODE OK",137837,1
"NEW","CHANGE DIAGN","FIN",-68431,13
"CHANGE DIAGN","FIN","RELEASE",-96546,6
"FIN","RELEASE","CODE OK",128980,1
"NEW","CHANGE DIAGN","FIN",66445,13
"CHANGE DIAGN","FIN","RELEASE",58344,6
"FIN","RELEASE","CODE OK",24037,1
"NEW","CHANGE DIAGN","FIN",132931,8
"CHANGE DIAGN","FIN","FIN",137188,13
"FIN","FIN","RELEASE",305990,6
"FIN","RELEASE","CODE OK",-127090,1
"NEW","FIN","RELEASE",137194,6
"FIN","RELEASE","CODE OK",305989,1
"NEW","CHANGE DIAGN","FIN",-666133,13
"CHANGE DIAGN","FIN","RELEASE",-665171,6
"FIN","RELEASE","CODE OK",-664173,1
"NEW","FIN","RELEASE",228875,6
"FIN","RELEASE","CODE OK",-1558,1
"NEW","CHANGE DIAGN","FIN",173191,13
"CHANGE DIAGN","FIN","RELEASE",131478,6
"FIN","RELEASE","CODE OK",137325,1
"NEW","FIN","RELEASE",-195612,6
"FIN","RELEASE","CODE OK",100396,1
"NEW","CHANGE DIAGN","FIN",-30766,13
"CHANGE DIAGN","FIN","RELEASE",111692,6
"FIN","RELEASE","CODE OK",55689,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-125158,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",123200,13
"CHANGE DIAGN","FIN","RELEASE",46917,6
"FIN","RELEASE","CODE OK",113703,1
"NEW","FIN","RELEASE",92983,6
"FIN","RELEASE","CODE OK",100259,1
"NEW","CHANGE DIAGN","FIN",-79244,13
"CHANGE DIAGN","FIN","RELEASE",128966,6
"FIN","RELEASE","CODE OK",137660,1
"NEW","CHANGE DIAGN","FIN",-247944,13
"CHANGE DIAGN","FIN","RELEASE",50423,6
"FIN","RELEASE","CODE OK",-387481,1
"NEW","FIN","RELEASE",213107,6
"FIN","RELEASE","CODE OK",60860,1
"NEW","FIN","RELEASE",198315,5
"FIN","RELEASE","CODE NOK",156312,15
"NEW","CHANGE DIAGN","FIN",-19327,13
"CHANGE DIAGN","FIN","RELEASE",-590589,6
"FIN","RELEASE","CODE OK",502603,1
"NEW","FIN","RELEASE",223196,13
"FIN","RELEASE","RELEASE",-165501,1
"NEW","FIN","RELEASE",21438,6
"FIN","RELEASE","CODE OK",-516288,1
"NEW","FIN","RELEASE",79628,6
"FIN","RELEASE","CODE OK",27101,1
"NEW","CHANGE DIAGN","FIN",28611,13
"CHANGE DIAGN","FIN","RELEASE",-559371,6
"FIN","RELEASE","CODE OK",-209191,1
"NEW","FIN","RELEASE",-356092,6
"FIN","RELEASE","CODE OK",162341,1
"NEW","FIN","RELEASE",-448905,6
"FIN","RELEASE","CODE OK",72543,1
"RELEASE","CODE OK","BILLED",172651,16
"CODE OK","BILLED","STORNO",-101297,12
"BILLED","STORNO","REJECT",418613,14
"STORNO","REJECT","REOPEN",254297,7
"NEW","CHANGE DIAGN","FIN",26547,13
"CHANGE DIAGN","FIN","RELEASE",-543033,6
"FIN","RELEASE","CODE OK",270404,1
"NEW","FIN","RELEASE",-268167,6
"FIN","RELEASE","CODE OK",-274444,13
"RELEASE","CODE OK","RELEASE",28209,6
"CODE OK","RELEASE","CODE OK",-9526,1
"NEW","CHANGE DIAGN","FIN",-1846,13
"CHANGE DIAGN","FIN","RELEASE",-20977,6
"FIN","RELEASE","CODE OK",530251,1
"NEW","CHANGE DIAGN","FIN",-190567,13
"CHANGE DIAGN","FIN","RELEASE",527204,6
"FIN","RELEASE","CODE OK",183986,1
"NEW","CHANGE DIAGN","FIN",-60886,13
"CHANGE DIAGN","FIN","RELEASE",-77129,6
"FIN","RELEASE","CODE OK",534944,1
"NEW","CHANGE DIAGN","FIN",210535,13
"CHANGE DIAGN","FIN","RELEASE",35848,6
"FIN","RELEASE","CODE OK",-199075,1
"NEW","FIN","RELEASE",79066,6
"FIN","RELEASE","CODE OK",-154270,1
"NEW","FIN","RELEASE",28430,6
"FIN","RELEASE","CODE OK",-552094,1
"NEW","FIN","RELEASE",21205,6
"FIN","RELEASE","CODE OK",-504654,1
"NEW","FIN","RELEASE",28633,6
"FIN","RELEASE","CODE OK",147142,1
"NEW","FIN","RELEASE",-185202,6
"FIN","RELEASE","CODE OK",-185647,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-8909,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-25313,13
"CHANGE DIAGN","FIN","RELEASE",534875,6
"FIN","RELEASE","CODE OK",21405,1
"NEW","CHANGE DIAGN","FIN",-523358,13
"CHANGE DIAGN","FIN","RELEASE",-89220,6
"FIN","RELEASE","CODE OK",-511161,1
"NEW","CHANGE DIAGN","FIN",-576520,13
"CHANGE DIAGN","FIN","RELEASE",-62451,6
"FIN","RELEASE","CODE OK",-77188,1
"NEW","CHANGE DIAGN","FIN",19322,13
"CHANGE DIAGN","FIN","RELEASE",535895,6
"FIN","RELEASE","CODE OK",20545,1
"NEW","FIN","RELEASE",-44640,6
"FIN","RELEASE","CODE OK",56160,1
"NEW","CHANGE DIAGN","FIN",384979,13
"CHANGE DIAGN","FIN","RELEASE",-54716,6
"FIN","RELEASE","CODE OK",225512,1
"NEW","CHANGE DIAGN","FIN",2260,13
"CHANGE DIAGN","FIN","RELEASE",13039,5
"FIN","RELEASE","CODE NOK",849,6
"RELEASE","CODE NOK","CODE OK",12736,1
"NEW","FIN","RELEASE",847,6
"FIN","RELEASE","CODE OK",12169,1
"NEW","FIN","RELEASE",-93836,6
"FIN","RELEASE","CODE OK",561974,1
"NEW","CHANGE DIAGN","FIN",-564934,13
"CHANGE DIAGN","FIN","RELEASE",-340356,6
"FIN","RELEASE","CODE OK",-355397,1
"NEW","CHANGE DIAGN","FIN",286879,13
"CHANGE DIAGN","FIN","RELEASE",221676,6
"FIN","RELEASE","CODE OK",533437,14
"RELEASE","CODE OK","REOPEN",21019,8
"CODE OK","REOPEN","FIN",-511666,13
"REOPEN","FIN","RELEASE",-431246,6
"FIN","RELEASE","CODE OK",-446245,1
"NEW","CHANGE DIAGN","FIN",74087,13
"CHANGE DIAGN","FIN","RELEASE",467,14
"FIN","RELEASE","REOPEN",0,7
"NEW","CHANGE DIAGN","FIN",-517407,13
"CHANGE DIAGN","FIN","RELEASE",39572,6
"FIN","RELEASE","CODE OK",-48685,1
"NEW","FIN","RELEASE",26368,6
"FIN","RELEASE","CODE OK",-346684,1
"RELEASE","CODE OK","BILLED",-354000,16
"CODE OK","BILLED","STORNO",-240718,12
"BILLED","STORNO","REJECT",132041,14
"STORNO","REJECT","REOPEN",137795,7
"NEW","FIN","RELEASE",133321,6
"FIN","RELEASE","CODE OK",137745,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",-96489,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",132998,13
"CHANGE DIAGN","FIN","RELEASE",137422,6
"FIN","RELEASE","CODE OK",304770,1
"RELEASE","CODE OK","BILLED",-109950,16
"CODE OK","BILLED","STORNO",-114373,1
"BILLED","STORNO","BILLED",-353708,16
"STORNO","BILLED","STORNO",60994,1
"NEW","CHANGE DIAGN","FIN",68610,13
"CHANGE DIAGN","FIN","RELEASE",177681,6
"FIN","RELEASE","CODE OK",-28145,1
"NEW","FIN","RELEASE",15325,6
"FIN","RELEASE","CODE OK",226103,1
"NEW","CHANGE DIAGN","FIN",-43191,13
"CHANGE DIAGN","FIN","RELEASE",-224003,6
"FIN","RELEASE","CODE OK",18070,1
"RELEASE","CODE OK","BILLED",25281,16
"CODE OK","BILLED","STORNO",600490,15
"NEW","CHANGE DIAGN","FIN",128986,13
"CHANGE DIAGN","FIN","RELEASE",137699,6
"FIN","RELEASE","CODE OK",107936,1
"NEW","CHANGE DIAGN","FIN",36667,13
"NEW","CHANGE DIAGN","FIN",120510,13
"CHANGE DIAGN","FIN","RELEASE",107823,6
"FIN","RELEASE","CODE OK",-153595,1
"NEW","CHANGE DIAGN","FIN",127699,13
"CHANGE DIAGN","FIN","RELEASE",313119,6
"FIN","RELEASE","CODE OK",546143,1
"NEW","FIN","RELEASE",-650963,6
"FIN","RELEASE","CODE OK",-529104,1
"NEW","FIN","RELEASE",42267,6
"FIN","RELEASE","CODE OK",-133353,1
"NEW","CHANGE DIAGN","FIN",186067,13
"CHANGE DIAGN","FIN","RELEASE",-183589,6
"FIN","RELEASE","CODE OK",-95791,1
"NEW","CHANGE DIAGN","FIN",-86379,13
"CHANGE DIAGN","FIN","RELEASE",41344,6
"FIN","RELEASE","CODE OK",128851,1
"NEW","CHANGE DIAGN","FIN",-104723,13
"CHANGE DIAGN","FIN","RELEASE",-41584,6
"FIN","RELEASE","CODE OK",162213,1
"NEW","FIN","RELEASE",329465,6
"FIN","RELEASE","CODE OK",255191,1
"NEW","FIN","RELEASE",10928,6
"FIN","RELEASE","CODE OK",19778,1
"NEW","FIN","RELEASE",2494,6
"FIN","RELEASE","CODE OK",44519,1
"NEW","FIN","RELEASE",16536,5
"FIN","RELEASE","CODE NOK",25134,5
"RELEASE","CODE NOK","CODE NOK",239948,6
"CODE NOK","CODE NOK","CODE OK",-22335,1
"NEW","FIN","RELEASE",-180822,6
"FIN","RELEASE","CODE OK",-185067,1
"NEW","FIN","RELEASE",11058,6
"FIN","RELEASE","CODE OK",194570,1
"NEW","FIN","RELEASE",111708,6
"FIN","RELEASE","CODE OK",117606,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",105921,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",122499,13
"CHANGE DIAGN","FIN","RELEASE",-124651,6
"FIN","RELEASE","CODE OK",-129083,1
"NEW","FIN","RELEASE",108070,6
"FIN","RELEASE","CODE OK",-165065,1
"NEW","CHANGE DIAGN","FIN",103621,13
"CHANGE DIAGN","FIN","RELEASE",-97284,6
"FIN","RELEASE","CODE OK",351076,1
"NEW","FIN","RELEASE",-494883,6
"FIN","RELEASE","CODE OK",-503509,1
"NEW","CHANGE DIAGN","FIN",76260,13
"CHANGE DIAGN","FIN","RELEASE",-71094,6
"FIN","RELEASE","CODE OK",-75156,1
"NEW","FIN","RELEASE",-135225,1
"NEW","CHANGE DIAGN","FIN",137625,13
"CHANGE DIAGN","FIN","RELEASE",102136,6
"FIN","RELEASE","CODE OK",-97765,1
"NEW","FIN","RELEASE",106527,6
"FIN","RELEASE","CODE OK",-75609,1
"NEW","CHANGE DIAGN","CHANGE DIAGN",107982,8
"CHANGE DIAGN","CHANGE DIAGN","FIN",-98738,13
