"Activity1","Activity2","Activity3","Duration","Next_Activity","V6","V7"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",982509,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-986970,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",61677,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",54493,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-126240,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",275677,"BILLED"
"CODE OK","BILLED","STORNO","REJECT","BILLED",-2859,"STORNO"
"BILLED","STORNO","REJECT","BILLED","STORNO",-95653,"REJECT"
"STORNO","REJECT","BILLED","STORNO","REJECT",-94309,"SET STATUS"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-154467,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-23441,"CHANGE DIAGN"
"FIN","RELEASE","CODE OK","REOPEN","CHANGE DIAGN",-27486,"FIN"
"RELEASE","CODE OK","REOPEN","CHANGE DIAGN","FIN",-160881,"RELEASE"
"CODE OK","REOPEN","CHANGE DIAGN","FIN","RELEASE",165223,"CODE OK"
"REOPEN","CHANGE DIAGN","FIN","RELEASE","CODE OK",47573,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-69218,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-57452,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",90173,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",256596,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-81233,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",53166,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",44690,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-71513,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",256862,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",165273,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",275459,"BILLED"
"NEW","FIN","RELEASE","CODE OK","MANUAL",38626,"RELEASE"
"FIN","RELEASE","CODE OK","MANUAL","RELEASE",-89857,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",-50916,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",70148,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-69415,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-35930,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-89096,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-179785,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",70398,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-130657,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-181722,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",47316,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",33150,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-24431,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-227935,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1441,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",-10568,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-13160,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-145206,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",275486,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",256502,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",165045,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-18834,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-17379,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-170141,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-5736,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-128960,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-150831,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-121190,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30345,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",154129,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-155465,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-132294,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",274465,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",27395,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-59650,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-60021,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-218434,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-461886,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-560732,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-580829,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-584819,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-76015,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",136377,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",449312,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-110993,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",349691,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-178811,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",58783,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-17240,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-128843,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",398293,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-161929,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",73205,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",274539,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-8751,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-66677,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",142368,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-127031,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-167942,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",12960,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",567086,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",365182,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",538865,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",437040,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",38320,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",255318,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",694403,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-245324,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-277640,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-220819,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",29854,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",71167,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-157526,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",249257,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-392495,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-5422,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",126359,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",119578,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",-467686,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",255120,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",274369,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",16051,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",274234,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-400062,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",20060,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-4682,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1073,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",16849,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-71325,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-111187,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-79521,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-216955,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",14482,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-8099,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",-3872,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-137031,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-2627,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",123446,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-26072,"BILLED"
"NEW","CHANGE DIAGN","FIN","FIN","RELEASE",28524,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",25720,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1323,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",150676,"BILLED"
"NEW","FIN","RELEASE","CODE OK","RELEASE",341126,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-36032,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-111794,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-109258,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",20490,"BILLED"
"NEW","CHANGE DIAGN","FIN","REOPEN","FIN",56822,"RELEASE"
"CHANGE DIAGN","FIN","REOPEN","FIN","RELEASE",80210,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",-162535,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-133271,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-95160,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-35174,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",74998,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",75022,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-120638,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",251086,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-2861,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",109186,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",109458,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",105164,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-207258,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-136318,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-16250,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-17280,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",59060,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-610307,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-23040,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-1440,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",43200,"REOPEN"
"CODE OK","REOPEN","FIN","RELEASE","REOPEN",-33120,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",564465,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4321,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-50400,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2470,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-17597,"BILLED"
"NEW","NEW","NEW","NEW","NEW",49575,"NEW"
"NEW","NEW","NEW","NEW","NEW",-41754,"NEW"
"NEW","NEW","NEW","NEW","NEW",-41760,"NEW"
"NEW","NEW","NEW","NEW","NEW",-531397,"NEW"
"NEW","NEW","NEW","NEW","NEW",-10142,"NEW"
"NEW","NEW","NEW","NEW","NEW",-42824,"NEW"
"NEW","NEW","NEW","NEW","NEW",573567,"NEW"
"NEW","NEW","NEW","NEW","NEW",76100,"NEW"
"NEW","NEW","NEW","NEW","NEW",-4306,"NEW"
"NEW","NEW","NEW","NEW","NEW",-4320,"NEW"
"NEW","NEW","NEW","NEW","NEW",-4320,"NEW"
"NEW","NEW","NEW","NEW","NEW",-7707,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",1112361,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-938290,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-356120,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-1440,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",12960,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-30240,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",37440,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",15794,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-1084,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",62589,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",64452,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",35695,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",149879,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",3933,"BILLED"
"REOPEN","FIN","RELEASE","CODE OK","BILLED",-14694,"CODE OK"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-56664,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",355707,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",14362,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-35990,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-67671,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",234459,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE NOK",541645,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK","CODE OK",616304,"BILLED"
"NEW","FIN","RELEASE","CODE NOK","CODE OK",231279,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",4918,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",7207,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",33192,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",160631,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",2801,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-46079,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-46080,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-46079,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-46078,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-8639,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-38880,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-24825,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-24530,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-52745,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",563965,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",-291218,"BILLED"
"NEW","NEW","CHANGE DIAGN","JOIN-PAT","JOIN-PAT",-8721,"JOIN-PAT"
"NEW","CHANGE DIAGN","JOIN-PAT","JOIN-PAT","JOIN-PAT",-8300,"FIN"
"CHANGE DIAGN","JOIN-PAT","JOIN-PAT","JOIN-PAT","FIN",-2875,"FIN"
"JOIN-PAT","JOIN-PAT","JOIN-PAT","FIN","FIN",-2492,"RELEASE"
"JOIN-PAT","JOIN-PAT","FIN","FIN","RELEASE",5782,"RELEASE"
"JOIN-PAT","FIN","FIN","RELEASE","RELEASE",-449198,"CODE OK"
"FIN","FIN","RELEASE","RELEASE","CODE OK",-449760,"BILLED"
"FIN","RELEASE","RELEASE","CODE OK","BILLED",-453945,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-3728,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-7198,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",219554,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",10939,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",9684,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-165251,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-131948,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",393905,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",394281,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",399755,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",323704,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-401804,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-128243,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",122897,"RELEASE"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","RELEASE",122854,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",275472,"MANUAL"
"RELEASE","CODE OK","RELEASE","CODE OK","MANUAL",-152163,"RELEASE"
"CODE OK","RELEASE","CODE OK","MANUAL","RELEASE",261464,"CODE OK"
"RELEASE","CODE OK","MANUAL","RELEASE","CODE OK",261572,"REOPEN"
"CODE OK","MANUAL","RELEASE","CODE OK","REOPEN",273127,"FIN"
"MANUAL","RELEASE","CODE OK","REOPEN","FIN",118119,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-17211,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-324325,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-323997,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-328275,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-192698,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",57275,"REOPEN"
"REOPEN","FIN","RELEASE","CODE OK","REOPEN",-33214,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-92755,"REOPEN"
"RELEASE","CODE OK","REOPEN","FIN","REOPEN",-79970,"FIN"
"CODE OK","REOPEN","FIN","REOPEN","FIN",-110374,"RELEASE"
"REOPEN","FIN","REOPEN","FIN","RELEASE",82706,"CODE OK"
"FIN","REOPEN","FIN","RELEASE","CODE OK",71044,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-89090,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-134877,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-430613,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",9281,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",143833,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",134346,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-22922,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",251119,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",70096,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-122247,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",385830,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-428523,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-19135,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-27407,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-152549,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",159695,"REOPEN"
"CODE OK","BILLED","STORNO","REJECT","REOPEN",-36157,"DELETE"
"NEW","FIN","RELEASE","CODE OK","RELEASE",15899,"CODE OK"
"FIN","RELEASE","CODE OK","RELEASE","CODE OK",-117185,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-214129,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-25195,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-65296,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",333952,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",334096,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-362699,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-159521,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",251072,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",33229,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-52192,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-12294,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",135287,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-152352,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-160923,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",29716,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",14932,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-260531,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-14872,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-100617,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-178316,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-1985,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",250862,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-72010,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-90044,"BILLED"
"RELEASE","CODE OK","BILLED","STORNO","BILLED",42833,"STORNO"
"CODE OK","BILLED","STORNO","BILLED","STORNO",34535,"BILLED"
"NEW","FIN","RELEASE","CODE OK","REOPEN",113450,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",-171072,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",-179126,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-46286,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-45930,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","REOPEN",-169753,"FIN"
"FIN","RELEASE","CODE OK","REOPEN","FIN",250713,"RELEASE"
"RELEASE","CODE OK","REOPEN","FIN","RELEASE",43058,"CODE OK"
"CODE OK","REOPEN","FIN","RELEASE","CODE OK",-85283,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-162213,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-200954,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-1377,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",-129855,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-94677,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-172413,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-165446,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-111978,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",249793,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",22567,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-347596,"CODE OK"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE","CODE OK",159313,"BILLED"
"NEW","CHANGE DIAGN","FIN","FIN","RELEASE",250730,"CODE OK"
"CHANGE DIAGN","FIN","FIN","RELEASE","CODE OK",4320,"BILLED"
"FIN","FIN","RELEASE","CODE OK","BILLED",-124224,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",4033,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",-4206,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","CODE OK",-52603,"BILLED"
"CHANGE DIAGN","FIN","RELEASE","CODE OK","BILLED",-52488,"STORNO"
"FIN","RELEASE","CODE OK","BILLED","STORNO",-101853,"REJECT"
"RELEASE","CODE OK","BILLED","STORNO","REJECT",269789,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE","REOPEN",250740,"FIN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN","FIN",11605,"RELEASE"
"FIN","RELEASE","REOPEN","FIN","RELEASE",-164449,"CODE OK"
"RELEASE","REOPEN","FIN","RELEASE","CODE OK",11377,"BILLED"
