"Activity1","Activity2","Activity3","Duration","Next_Activity","V6"
"NEW","CHANGE DIAGN","FIN","RELEASE",-183261,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-92847,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",42152,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",41664,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",57349,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-41444,"BILLED"
"NEW","FIN","RELEASE","CODE OK",329808,"BILLED"
"NEW","FIN","RELEASE","CODE OK",19779,"BILLED"
"NEW","FIN","RELEASE","CODE OK",46466,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",25285,"CODE NOK"
"FIN","RELEASE","CODE NOK","CODE NOK",255568,"CODE OK"
"RELEASE","CODE NOK","CODE NOK","CODE OK",-21570,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-180643,"BILLED"
"NEW","FIN","RELEASE","CODE OK",196504,"BILLED"
"NEW","FIN","RELEASE","CODE OK",117606,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",223833,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-124496,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-124651,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-164690,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-97129,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",355508,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-494882,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-70951,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-70758,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",236679,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-97093,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-74718,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-98474,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-98736,"REOPEN"
"CHANGE DIAGN","FIN","RELEASE","REOPEN",24301,"FIN"
"FIN","RELEASE","REOPEN","FIN",-74597,"RELEASE"
"RELEASE","REOPEN","FIN","RELEASE",136203,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",236679,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",98954,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",236676,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",137655,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",236614,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-141497,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-111499,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-20324,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-119217,"STORNO"
"BILLED","STORNO","BILLED","STORNO",137520,"BILLED"
"STORNO","BILLED","STORNO","BILLED",206215,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-85670,"REJECT"
"STORNO","BILLED","STORNO","REJECT",4866,"BILLED"
"NEW","FIN","RELEASE","CODE OK",144134,"BILLED"
"NEW","FIN","RELEASE","CODE OK",128897,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",435653,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-379228,"BILLED"
"NEW","FIN","RELEASE","CODE OK",125261,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",9236,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",236512,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137541,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",148828,"BILLED"
"NEW","FIN","RELEASE","CODE OK",134920,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-162053,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-260379,"BILLED"
"NEW","FIN","RELEASE","CODE OK",12718,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",12699,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-2899,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-35843,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",12771,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",145194,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-4986,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",58901,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",107581,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",112783,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-18515,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-64660,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-113341,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",40196,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",28510,"BILLED"
"NEW","FIN","RELEASE","CODE OK",58886,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN",-145020,"FIN"
"CHANGE DIAGN","CHANGE DIAGN","CHANGE DIAGN","FIN",-149908,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",12631,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",58890,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",107580,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",112689,"REOPEN"
"CODE OK","RELEASE","CODE OK","REOPEN",-19830,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-66090,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-114780,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-119888,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",41461,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",12687,"BILLED"
"NEW","FIN","RELEASE","CODE OK",12766,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-71580,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-76793,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",12719,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-87859,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-87828,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-87164,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",489958,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",485270,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-294953,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK",219640,"REOPEN"
"FIN","RELEASE","CODE NOK","REOPEN",62833,"DELETE"
"NEW","FIN","RELEASE","CODE OK",26624,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",237779,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-517719,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",255552,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-160325,"BILLED"
"NEW","FIN","RELEASE","CODE OK",85709,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",255408,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",236471,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-127428,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-127449,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",45422,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",45954,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",112779,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-19922,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",2869,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",2223,"BILLED"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",8020,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",8514,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-3258,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-13334,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",12676,"BILLED"
"NEW","FIN","RELEASE","CODE OK",12684,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",12690,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-39,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-620,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-126,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-11902,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",12688,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",11481,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",10901,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",11393,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-381,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",12722,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",58847,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-98937,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-104146,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",12667,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",51865,"BILLED"
"NEW","FIN","RELEASE","CODE OK",135072,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",100133,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",236506,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137681,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",254041,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-139976,"DELETE"
"NEW","FIN","RELEASE","CODE OK",219438,"BILLED"
"NEW","FIN","RELEASE","CODE OK",12632,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",5745,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",5155,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",5633,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-5591,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",12549,"STORNO"
"BILLED","STORNO","BILLED","STORNO",24465,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",15837,"DELETE"
"NEW","FIN","RELEASE","CODE OK",-615,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-46374,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",236409,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-125605,"BILLED"
"NEW","FIN","RELEASE","CODE OK",255464,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137483,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",5015,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",33054,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-43519,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-43901,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-43349,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-71260,"BILLED"
"NEW","FIN","RELEASE","CODE OK",25599,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-51994,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",12439,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",161902,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",236497,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-157373,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-157513,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-25996,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",267810,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",262499,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-273729,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137381,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",255391,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-141339,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-141570,"DELETE"
"NEW","FIN","RELEASE","CODE OK",-120141,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",142721,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",250289,"BILLED"
"NEW","FIN","RELEASE","CODE OK",2310,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",53236,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",53277,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-485,"BILLED"
"NEW","FIN","RELEASE","CODE OK",310,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",78789,"CODE NOK"
"CHANGE DIAGN","FIN","RELEASE","CODE NOK",-126141,"CODE NOK"
"FIN","RELEASE","CODE NOK","CODE NOK",137207,"CODE OK"
"RELEASE","CODE NOK","CODE NOK","CODE OK",181769,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",12580,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-1453,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",2838,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",2877,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-8943,"STORNO"
"BILLED","STORNO","BILLED","STORNO",254672,"BILLED"
"NEW","FIN","RELEASE","CODE OK",234789,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-133359,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-133827,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-9212,"REOPEN"
"BILLED","STORNO","REJECT","REOPEN",-106292,"DELETE"
"NEW","CHANGE DIAGN","CHANGE DIAGN","FIN",-123249,"RELEASE"
"CHANGE DIAGN","CHANGE DIAGN","FIN","RELEASE",-234685,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",2257,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-59,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-249596,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-266771,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-156477,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",144985,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-139953,"BILLED"
"NEW","FIN","RELEASE","CODE OK",116330,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-329042,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-330855,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-27504,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-203003,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",110686,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-72855,"BILLED"
"NEW","FIN","RELEASE","CODE OK",29825,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-78089,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-152352,"BILLED"
"NEW","FIN","RELEASE","CODE NOK",-52208,"SET STATUS"
"NEW","CHANGE DIAGN","FIN","RELEASE",59901,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",56628,"BILLED"
"NEW","FIN","RELEASE","CODE OK",90525,"BILLED"
"NEW","FIN","RELEASE","CODE OK",134798,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-128197,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",137790,"BILLED"
"NEW","FIN","RELEASE","CODE OK",307919,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-307901,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-314338,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",61480,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-54617,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-106751,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-59616,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",55828,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",97031,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",133363,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-106600,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",412835,"STORNO"
"BILLED","STORNO","BILLED","STORNO",413336,"BILLED"
"NEW","CHANGE END","FIN","RELEASE",530542,"CODE OK"
"CHANGE END","FIN","RELEASE","CODE OK",435341,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",546827,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-463810,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",436277,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-534371,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-265021,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",261914,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",547151,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-478180,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",136770,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-564564,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-557065,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",-572128,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-397343,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",187441,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",187011,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-209805,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-506692,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-571966,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",341017,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",329397,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-532012,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-4946,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-561609,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-475754,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-165159,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",55583,"BILLED"
"NEW","FIN","RELEASE","CODE OK",448895,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-48566,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",546665,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",546641,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-569032,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-515746,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-518802,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-36000,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-31680,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-97429,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-17279,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",88670,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",546083,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",545548,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-557344,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-540940,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-28384,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-526234,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-526546,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-89815,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",169834,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",35382,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",-179374,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-91329,"REJECT"
"CODE OK","BILLED","STORNO","REJECT",-122888,"REOPEN"
"BILLED","STORNO","REJECT","REOPEN",-120019,"FIN"
"STORNO","REJECT","REOPEN","FIN",112165,"RELEASE"
"REJECT","REOPEN","FIN","RELEASE",-86840,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",-87220,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-141650,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",-141936,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-10620,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-90188,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",38378,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-182231,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-175112,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-50648,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-49182,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137917,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",233427,"BILLED"
"NEW","FIN","RELEASE","CODE OK",430618,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",546355,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-526065,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",235152,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-135752,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",200918,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",173222,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-63023,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-56723,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-153765,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-10026,"MANUAL"
"FIN","RELEASE","CODE OK","MANUAL",-130679,"RELEASE"
"RELEASE","CODE OK","MANUAL","RELEASE",85462,"CODE OK"
"CODE OK","MANUAL","RELEASE","CODE OK",235035,"BILLED"
"MANUAL","RELEASE","CODE OK","BILLED",-118698,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-118728,"BILLED"
"CODE OK","BILLED","STORNO","BILLED",-63617,"STORNO"
"BILLED","STORNO","BILLED","STORNO",-212931,"BILLED"
"NEW","FIN","RELEASE","CODE OK",65863,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-94249,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-55660,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",141529,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",39510,"SET STATUS"
"NEW","CHANGE DIAGN","FIN","RELEASE",160424,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",253986,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137903,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",22566,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",249897,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-52154,"DELETE"
"NEW","CHANGE DIAGN","FIN","RELEASE",231087,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-8258,"SET STATUS"
"NEW","CHANGE DIAGN","FIN","RELEASE",234915,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-88083,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",-88315,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",28578,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",-68743,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",131609,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-225676,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",158747,"REOPEN"
"FIN","RELEASE","CODE OK","REOPEN",158854,"FIN"
"RELEASE","CODE OK","REOPEN","FIN",158688,"RELEASE"
"CODE OK","REOPEN","FIN","RELEASE",150036,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",73883,"BILLED"
"NEW","NEW","NEW","NEW",11107,"NEW"
"NEW","NEW","NEW","NEW",5663,"NEW"
"NEW","NEW","NEW","NEW",27207,"NEW"
"NEW","NEW","NEW","NEW",28391,"NEW"
"NEW","NEW","NEW","NEW",25962,"NEW"
"NEW","NEW","NEW","NEW",25638,"NEW"
"NEW","NEW","NEW","NEW",197498,"NEW"
"NEW","NEW","NEW","NEW",280182,"NEW"
"NEW","NEW","NEW","NEW",297017,"NEW"
"NEW","NEW","NEW","NEW",333210,"NEW"
"NEW","NEW","NEW","NEW",-258162,"NEW"
"NEW","NEW","NEW","NEW",-342455,"NEW"
"NEW","NEW","NEW","NEW",-228220,"NEW"
"NEW","NEW","NEW","NEW",-264323,"NEW"
"NEW","NEW","NEW","NEW",137668,"NEW"
"NEW","NEW","NEW","NEW",254043,"NEW"
"NEW","NEW","NEW","NEW",-101183,"NEW"
"NEW","NEW","NEW","NEW",-101338,"FIN"
"NEW","NEW","NEW","FIN",24035,"RELEASE"
"NEW","NEW","FIN","RELEASE",-92186,"CODE OK"
"NEW","FIN","RELEASE","CODE OK",137629,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-139502,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-68831,"BILLED"
"NEW","FIN","REOPEN","FIN",-8906,"RELEASE"
"FIN","REOPEN","FIN","RELEASE",-125242,"CODE OK"
"REOPEN","FIN","RELEASE","CODE OK",137629,"BILLED"
"NEW","FIN","RELEASE","CODE OK",235016,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",137196,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",226595,"BILLED"
"NEW","FIN","RELEASE","CODE OK",72799,"RELEASE"
"FIN","RELEASE","CODE OK","RELEASE",231080,"CODE OK"
"RELEASE","CODE OK","RELEASE","CODE OK",-20446,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",130670,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-66676,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",-135703,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",-88669,"BILLED"
"NEW","FIN","RELEASE","CODE OK",-111092,"BILLED"
"NEW","FIN","RELEASE","CODE OK",22567,"BILLED"
"NEW","CHANGE DIAGN","FIN","RELEASE",152017,"CODE OK"
"CHANGE DIAGN","FIN","RELEASE","CODE OK",249833,"BILLED"
"NEW","FIN","RELEASE","CODE OK",137643,"BILLED"
"FIN","RELEASE","CODE OK","BILLED",230882,"STORNO"
"RELEASE","CODE OK","BILLED","STORNO",-91324,"REJECT"
